# Injured,# Killed,Address,City Or County,Incident Date,Incident ID,Operations,State,Full Address,Latitude,Longitude
5,0,5000 block of Wildflower Court,Indianapolis,2015-04-05,318297.0,,Indiana,"5000 block of Wildflower Court Indianapolis, Indiana",39.8588013,-86.2457591
4,0,1000 block of Blossom Lane,Benton Harbor,2015-04-05,318531.0,,Michigan,"1000 block of Blossom Lane Benton Harbor, Michigan",42.1155996,-86.4336139
4,0,300 block of Henry Butts Drive,Daytona Beach,2015-04-03,317165.0,,Florida,"300 block of Henry Butts Drive Daytona Beach, Florida",29.2042126,-81.0275449
5,0,1900 block of West Lanvale Street,Baltimore,2015-04-02,316795.0,,Maryland,"1900 block of West Lanvale Street Baltimore, Maryland",39.297752,-76.647594
7,0,5312 Thomas Drive,Panama City Beach,2015-03-27,314044.0,,Florida,"5312 Thomas Drive Panama City Beach, Florida",30.143422,-85.755009
4,0,3100 block of Redwood,Amarillo,2015-03-26,313304.0,,Texas,"3100 block of Redwood Amarillo, Texas",35.2446394,-101.8238496
0,4,3100 block of North Harding Street,Indianapolis,2015-03-24,312119.0,,Indiana,"3100 block of North Harding Street Indianapolis, Indiana",39.8110785,-86.18712149999999
4,1,900 block of Carpenter Street,Clarksville,2015-03-23,311922.0,,Tennessee,"900 block of Carpenter Street Clarksville, Tennessee",36.5367213,-87.34878619999999
6,1,10140 Lomas NE,Albuquerque,2015-03-22,311348.0,,New Mexico,"10140 Lomas NE Albuquerque, New Mexico",35.0873232,-106.5348907
4,0,1802 Seventh Ave,Tampa,2015-03-21,310573.0,,Florida,"1802 Seventh Ave Tampa, Florida",27.9604618,-82.4390128
4,0,1300 block of N Stiles Ave,Oklahoma City,2015-03-20,310356.0,,Oklahoma,"1300 block of N Stiles Ave Oklahoma City, Oklahoma",35.4818839,-97.5056681
5,1,1500 block of Reynolds Street,Lancaster,2015-03-20,468151.0,,Texas,"1500 block of Reynolds Street Lancaster, Texas",32.6115841,-96.78924599999999
3,1,200 block of Clinton Place,Newark,2015-03-18,308839.0,,New Jersey,"200 block of Clinton Place Newark, New Jersey",40.7159352,-74.21289809999999
5,1,1504 West Main Street,Mesa,2015-03-18,308728.0,,Arizona,"1504 West Main Street Mesa, Arizona",33.4152191,-111.8634493
4,3,748 N Madison St,Stockton,2015-03-17,308687.0,,California,"748 N Madison St Stockton, California",37.9598996,-121.2954875
4,0,2700 block of West Alondra Boulevard,Compton,2015-03-15,307512.0,,California,"2700 block of West Alondra Boulevard Compton, California",33.8862867,-118.2570943
5,0,2900 block of Delmar Lane,Atlanta,2015-03-14,306897.0,,Georgia,"2900 block of Delmar Lane Atlanta, Georgia",33.7549751,-84.48195989999999
4,0,84000 block of Bagdad Avenue,Coachella,2015-03-14,308201.0,,California,"84000 block of Bagdad Avenue Coachella, California",33.6745415,-116.1880023
3,2,1097 South First St.,Brookhaven,2015-03-13,305907.0,,Mississippi,"1097 South First St. Brookhaven, Mississippi",31.5591734,-90.4450782
5,0,3023 Victory Drive,Columbus,2015-03-10,304238.0,,Georgia,"3023 Victory Drive Columbus, Georgia",32.4376203,-84.95967150000001
3,1,200 block of West 105th,Chicago,2015-03-09,303659.0,,Illinois,"200 block of West 105th Chicago, Illinois",41.7034588,-87.62817749999999
3,1,Wells Highway,Seneca,2015-03-08,302786.0,,South Carolina,"Wells Highway Seneca, South Carolina",34.6623015,-82.96710630000001
4,0,3140 Olive St,Saint Louis,2015-03-07,491864.0,,Missouri,"3140 Olive St Saint Louis, Missouri",38.6353092,-90.22535359999999
4,3,190 block of W Club Center Dr,San Bernardino,2015-03-04,300860.0,,California,"190 block of W Club Center Dr San Bernardino, California",34.0604697,-117.285216
4,0,4900 block of Steyr Street,Orange County,2015-03-01,300660.0,,Florida,"4900 block of Steyr Street Orange County, Florida",28.4520588,-81.4441252
5,1,9855 Chalmers St,Detroit,2015-03-01,299344.0,,Michigan,"9855 Chalmers St Detroit, Michigan",42.4119489,-82.9693369
3,1,4300 block of Welbourne Road,Baltimore,2015-02-28,299190.0,,Maryland,"4300 block of Welbourne Road Baltimore, Maryland",39.3434499,-76.58794999999999
1,8,18279 Highway H,Tyrone,2015-02-26,298122.0,,Missouri,"18279 Highway H Tyrone, Missouri",37.2004904,-91.8723152
1,3,5022 Mallow St,Houston,2015-02-25,297681.0,,Texas,"5022 Mallow St Houston, Texas",29.6594651,-95.3476941
4,0,Sheridan Road,Daytona Beach,2015-02-23,588835.0,,Florida,"Sheridan Road Daytona Beach, Florida",29.2083373,-81.0459662
1,4,1706 Godman St.,Killeen,2015-02-22,296215.0,,Texas,"1706 Godman St. Killeen, Texas",31.1204647,-97.6828546
4,0,4224 Dorchester Road,Charleston,2015-02-22,296327.0,,South Carolina,"4224 Dorchester Road Charleston, South Carolina",32.8541609,-80.0054196
2,3,281 Lower Pond Court,Clarkesville,2015-02-22,296121.0,,Georgia,"281 Lower Pond Court Clarkesville, Georgia",34.6310329,-83.5977753
4,0,1417 R Street,Sacramento,2015-02-20,295871.0,,California,"1417 R Street Sacramento, California",38.5699768,-121.4906935
3,1,7900 Scott Hamilton,Little Rock,2015-02-17,295502.0,,Arkansas,"7900 Scott Hamilton Little Rock, Arkansas",34.6774208,-92.3203455
5,0,200 block of W. 14th Street,Long Beach,2015-02-15,293883.0,,California,"200 block of W. 14th Street Long Beach, California",33.7837108,-118.1937466
1,3,9552 Adler Street,New Port Richey,2015-02-09,290626.0,,Florida,"9552 Adler Street New Port Richey, Florida",28.296372,-82.617077
6,0,251 Dupree Rd,Friendship,2015-02-08,290510.0,,Tennessee,"251 Dupree Rd Friendship, Tennessee",35.8471024,-89.2348485
2,5,3640 Willow Tree Circle,Douglasville,2015-02-07,289811.0,,Georgia,"3640 Willow Tree Circle Douglasville, Georgia",33.7140398,-84.66893689999999
4,1,1219 N. Sheridan Road,Tulsa,2015-02-06,290098.0,,Oklahoma,"1219 N. Sheridan Road Tulsa, Oklahoma",36.1720775,-95.90407689999999
3,3,Harvard Road,Beachwood (Warrensville Heights),2015-02-05,289146.0,,Ohio,"Harvard Road Beachwood (Warrensville Heights), Ohio",41.4512087,-81.51042489999999
6,0,1217 West Fayette Street,Syracuse,2015-02-01,287529.0,,New York,"1217 West Fayette Street Syracuse, New York",43.0469571,-76.17656099999999
4,1,3345 Broadway,New York (Manhattan),2015-02-01,287031.0,,New York,"3345 Broadway New York (Manhattan), New York",40.8204613,-73.9551772
0,4,100 block of Woodstream Trail,Lagrange,2015-01-31,286810.0,,Georgia,"100 block of Woodstream Trail Lagrange, Georgia",32.9781717,-85.14414409999999
3,1,1600 block of Panola Road,Dekalb County,2015-01-28,285549.0,,Georgia,"1600 block of Panola Road Dekalb County, Georgia",33.7446549,-84.1652093
3,1,1500 block of E. 9th Street,Stockton,2015-01-26,285123.0,,California,"1500 block of E. 9th Street Stockton, California",37.9307095,-121.2654104
1,4,231-11 148th Avenue,Arverne (Queens),2015-01-24,282956.0,,New York,"231-11 148th Avenue Arverne (Queens), New York",40.655746,-73.75076299999999
5,3,3402 Parker St,Omaha,2015-01-24,283041.0,,Nebraska,"3402 Parker St Omaha, Nebraska",41.2766784,-95.9632364
6,0,954 Parker Street,Boston,2015-01-23,283115.0,,Massachusetts,"954 Parker Street Boston, Massachusetts",42.3243929,-71.1010087
3,1,321 Lansinger Lane,Clarksville,2015-01-20,281663.0,,Tennessee,"321 Lansinger Lane Clarksville, Tennessee",36.6135567,-87.41908629999999
5,2,1000 block of Gibbs St.,San Antonio,2015-01-19,281039.0,,Texas,"1000 block of Gibbs St. San Antonio, Texas",29.4214235,-98.46082009999999
2,2,700 block of Oakley Avenue,Rockford,2015-01-13,278927.0,,Illinois,"700 block of Oakley Avenue Rockford, Illinois",42.2834949,-89.1151046
5,0,4100 block of Portsmouth Boulevard,Portsmouth,2015-01-13,298773.0,,Virginia,"4100 block of Portsmouth Boulevard Portsmouth, Virginia",36.8243702,-76.4094532
5,2,1900 block of Gumberry Road,Hope Mills,2015-01-11,276845.0,,North Carolina,"1900 block of Gumberry Road Hope Mills, North Carolina",34.9357206,-78.8653398
3,1,7665 Chase Road,Lakeland,2015-01-11,277480.0,,Florida,"7665 Chase Road Lakeland, Florida",28.1393181,-81.9814559
5,0,3840 Monterey Hwy,San Jose,2015-01-11,276766.0,,California,"3840 Monterey Hwy San Jose, California",37.2827119,-121.8390028
2,2,4859 E Harry Street,Wichita,2015-01-10,276536.0,,Kansas,"4859 E Harry Street Wichita, Kansas",37.6643118,-97.2786749
0,4,Laguna St and Page St,San Francisco,2015-01-09,276459.0,,California,"Laguna St and Page St San Francisco, California",37.7736814,-122.42573
3,1,104 Harrishof Street,Boston,2015-01-08,275986.0,,Massachusetts,"104 Harrishof Street Boston, Massachusetts",42.3166637,-71.0887518
3,1,773 West Main Street,Chattanooga,2015-01-07,275064.0,,Tennessee,"773 West Main Street Chattanooga, Tennessee",35.0403524,-85.31862199999999
3,1,1300 block of NW 62nd Street,Miami,2015-01-06,274867.0,,Florida,"1300 block of NW 62nd Street Miami, Florida",25.8313522,-80.2187975
4,2,3634 Shenandoah Ave NW,Roanoke,2015-01-04,273535.0,,Virginia,"3634 Shenandoah Ave NW Roanoke, Virginia",37.2809642,-79.9984872
1,3,2000 block of Ben Hur St.,Dallas,2015-01-04,273397.0,,Texas,"2000 block of Ben Hur St. Dallas, Texas",32.6798829,-96.61106749999999
4,1,500 block of W. 54th Street,Savannah,2015-01-02,273965.0,,Georgia,"500 block of W. 54th Street Savannah, Georgia",32.0454602,-81.109202
5,0,Interstate 240 and Poplar Avenue,Memphis,2015-01-01,272016.0,,Tennessee,"Interstate 240 and Poplar Avenue Memphis, Tennessee",35.1024475,-89.86855969999999
4,0,Poydras and Bolivar,New Orleans,2014-12-29,271363.0,,Louisiana,"Poydras and Bolivar New Orleans, Louisiana",29.9542981,-90.08391019999999
3,1,8800 block of South Figueroa Street,Los Angeles,2014-12-27,269679.0,,California,"8800 block of South Figueroa Street Los Angeles, California",33.9573722,-118.2827122
4,0,4000 block of May Street,Sacramento,2014-12-27,270036.0,,California,"4000 block of May Street Sacramento, California",38.6404288,-121.4432744
3,1,2500 block of Summit Avenue,East St. Louis,2014-12-26,269167.0,,Illinois,"2500 block of Summit Avenue East St. Louis, Illinois",38.61961820000001,-90.1254163
3,1,18th and Pine,Saint Louis,2014-12-24,268598.0,,Missouri,"18th and Pine Saint Louis, Missouri",38.630663,-90.2059421
3,1,260 Oxford Drive,Winchester,2014-12-23,267792.0,,Kentucky,"260 Oxford Drive Winchester, Kentucky",38.00357839999999,-84.2094759
3,1,Charlevoix and Philip,Detroit,2014-12-22,268282.0,,Michigan,"Charlevoix and Philip Detroit, Michigan",45.3180632,-85.2584004
2,4,191 Lake Road,Webster,2014-12-22,282186.0,,New York,"191 Lake Road Webster, New York",43.236828,-77.52553309999999
5,0,5700 block of South Green Street,Chicago,2014-12-22,267721.0,,Illinois,"5700 block of South Green Street Chicago, Illinois",41.790482,-87.646624
2,2,4034 N Washington Blvd,Sarasota,2014-12-21,266570.0,,Florida,"4034 N Washington Blvd Sarasota, Florida",27.3688478,-82.52997169999999
4,1,Central Avenue,Waynesboro,2014-12-21,268910.0,,Mississippi,"Central Avenue Waynesboro, Mississippi",31.6782332,-88.6584091
8,1,600 block of Escanba,Calumet City,2014-12-21,266424.0,,Illinois,"600 block of Escanba Calumet City, Illinois",41.6180813,-87.5531244
0,4,3200 block of Montrose Avenue,Rockford,2014-12-20,266407.0,,Illinois,"3200 block of Montrose Avenue Rockford, Illinois",42.2938571,-89.1071791
4,0,Anna Street,Elizabeth,2014-12-16,264901.0,,New Jersey,"Anna Street Elizabeth, New Jersey",40.6684438,-74.2032302
0,7,100 block of West 5th St,Lansdale,2014-12-15,263556.0,,Pennsylvania,"100 block of West 5th St Lansdale, Pennsylvania",40.2459462,-75.28203189999999
4,1,1311 Northwest 2nd Avenue,Miami,2014-12-14,263376.0,,Florida,"1311 Northwest 2nd Avenue Miami, Florida",25.7871407,-80.1984688
5,0,810 E. Skagway Ave.,Tampa,2014-12-13,263382.0,,Florida,"810 E. Skagway Ave. Tampa, Florida",28.0324123,-82.4524689
4,0,717 North Killingsworth Court,Portland,2014-12-12,262202.0,,Oregon,"717 North Killingsworth Court Portland, Oregon",45.5620669,-122.6743133
4,0,16000 block of Roosevelt Road,South Bend,2014-12-07,259935.0,,Indiana,"16000 block of Roosevelt Road South Bend, Indiana",41.59062,-86.18148099999999
5,1,6000 block of Virginia Avenue,Saint Louis,2014-12-02,227011.0,,Missouri,"6000 block of Virginia Avenue Saint Louis, Missouri",38.5616394,-90.24923509999999
5,0,6128 Jefferson Ave ,Newport News,2014-12-02,226983.0,,Virginia,"6128 Jefferson Ave  Newport News, Virginia",37.0231409,-76.44628829999999
4,0,375 Remsen Avenue,Brooklyn,2014-11-30,226388.0,,New York,"375 Remsen Avenue Brooklyn, New York",40.6564708,-73.9236281
5,0,2412 East 13th Street ,Chattanooga,2014-11-30,226534.0,,Tennessee,"2412 East 13th Street  Chattanooga, Tennessee",35.0246664,-85.2711357
3,1,348 S Orange Ave,Newark,2014-11-29,226150.0,,New Jersey,"348 S Orange Ave Newark, New Jersey",40.7398271,-74.1999791
2,3,1600 block of Richmond Avenue,Atlanta,2014-11-29,225903.0,,Georgia,"1600 block of Richmond Avenue Atlanta, Georgia",33.7100019,-84.3798407
4,0,1849 East Brooks Road ,Memphis,2014-11-28,225830.0,,Tennessee,"1849 East Brooks Road  Memphis, Tennessee",35.0604534,-90.0021493
3,2,Pvt Rd 934,Georgetown,2014-11-27,226018.0,,Texas,"Pvt Rd 934 Georgetown, Texas",30.6777088,-97.59254399999999
6,0,Mission and 13th streets,San Francisco,2014-11-26,225036.0,,California,"Mission and 13th streets San Francisco, California",37.7701527,-122.4199408
4,0,Parksley Road,Parksley,2014-11-23,224362.0,,Virginia,"Parksley Road Parksley, Virginia",37.7796692,-75.647858
4,1,Federal Boulevard and 16th Avenue,Denver,2014-11-23,224131.0,,Colorado,"Federal Boulevard and 16th Avenue Denver, Colorado",39.7427422,-105.0252326
1,4,1443 E 92nd St,Cleveland,2014-11-22,223651.0,,Ohio,"1443 E 92nd St Cleveland, Ohio",41.51689,-81.6231379
1,4,Fourth Avenue,Sisseton,2014-11-22,223799.0,,South Dakota,"Fourth Avenue Sisseton, South Dakota",45.6637619,-97.0457522
3,1,Clifton Avenue and Rice Street,Springfield,2014-11-22,223729.0,,Ohio,"Clifton Avenue and Rice Street Springfield, Ohio",39.9095886,-83.8077328
6,0,600 block of Miller Avenue,Pittsburgh,2014-11-21,223582.0,,Pennsylvania,"600 block of Miller Avenue Pittsburgh, Pennsylvania",40.44062479999999,-79.9958864
3,1,700 block of North St. Louis Avenue,Chicago,2014-11-19,222792.0,,Illinois,"700 block of North St. Louis Avenue Chicago, Illinois",41.8936456,-87.7138038
4,0,Englestad Street,North Las Vegas,2014-11-18,222393.0,,Nevada,"Englestad Street North Las Vegas, Nevada",36.2100351,-115.1473473
4,1,1891 E Market St,Akron,2014-11-16,221554.0,,Ohio,"1891 E Market St Akron, Ohio",41.0619729,-81.4601481
6,0,115 S. Durango,El Paso,2014-11-16,224746.0,,Texas,"115 S. Durango El Paso, Texas",31.7570762,-106.4935119
0,4,2555 N. Glenstone,Springfield,2014-11-15,221347.0,,Missouri,"2555 N. Glenstone Springfield, Missouri",37.2436912,-93.2623309
3,1,NW 55th and 12th,Miami,2014-11-15,221577.0,,Florida,"NW 55th and 12th Miami, Florida",25.8254516,-80.2172875
5,0,499 E. Arrow Highway,Pomona,2014-11-08,217831.0,,California,"499 E. Arrow Highway Pomona, California",34.0902594,-117.7417321
4,0,136th Street ,Compton,2014-11-07,217401.0,,California,"136th Street  Compton, California",33.9081125,-118.2466787
4,0,East 126th Street and North Compton Avenue,Los Angeles,2014-11-07,218054.0,,California,"East 126th Street and North Compton Avenue Los Angeles, California",33.9184737,-118.2462168
4,0,1100 block of Alabama Street ,San Francisco,2014-11-05,216533.0,,California,"1100 block of Alabama Street  San Francisco, California",37.7542822,-122.411139
5,0,Yale Road and Ramill Road,Memphis,2014-10-29,212884.0,,Tennessee,"Yale Road and Ramill Road Memphis, Tennessee",35.2205375,-89.927195
0,4,1410 Old Dover Road,Cadiz,2014-10-26,211348.0,,Kentucky,"1410 Old Dover Road Cadiz, Kentucky",36.8291448,-87.8496534
1,5,5611 108th St NE,Marysville,2014-10-24,210363.0,,Washington,"5611 108th St NE Marysville, Washington",48.09572790000001,-122.1539962
4,0,33-02 Queens Blvd,Queens,2014-10-18,209134.0,,New York,"33-02 Queens Blvd Queens, New York",40.7442521,-73.93112049999999
3,1,192 Breezy Hill Road,Graniteville,2014-10-18,207145.0,,South Carolina,"192 Breezy Hill Road Graniteville, South Carolina",33.5663524,-81.8430388
4,0,Lenox Road,Brooklyn,2014-10-18,207687.0,,New York,"Lenox Road Brooklyn, New York",40.6548627,-73.9384664
3,1,Mogul Street,Detroit,2014-10-16,206303.0,,Michigan,"Mogul Street Detroit, Michigan",42.4167375,-82.9621522
2,3,6505 Bannor Lane,Peachtree Corners,2014-10-14,205726.0,,Georgia,"6505 Bannor Lane Peachtree Corners, Georgia",33.9504971,-84.2512157
4,0,85 Mount Zion Road,Atlanta,2014-10-13,205298.0,,Georgia,"85 Mount Zion Road Atlanta, Georgia",33.6732435,-84.3905948
1,3,1100 block of East March Lane,Stockton,2014-10-12,204310.0,,California,"1100 block of East March Lane Stockton, California",38.00124,-121.2929218
3,1,Arthur Langford Jr Place,Atlanta,2014-10-12,204477.0,,Georgia,"Arthur Langford Jr Place Atlanta, Georgia",33.7120262,-84.3977639
5,0,222 Bleecker Street,Utica,2014-10-11,204236.0,,New York,"222 Bleecker Street Utica, New York",43.1012497,-75.228421
4,0,Auburn Avenue and Edgewood Avenue,Atlanta,2014-10-08,202981.0,,Georgia,"Auburn Avenue and Edgewood Avenue Atlanta, Georgia",33.7543928,-84.3770948
0,4,1846 Western Ave,Guilderland,2014-10-08,204254.0,,New York,"1846 Western Ave Guilderland, New York",42.6914409,-73.8711525
1,3,7300 block of Linda Drive,Jacksonville,2014-10-05,201630.0,,Florida,"7300 block of Linda Drive Jacksonville, Florida",30.3870343,-81.6723221
5,1,East 7 Mile Road and Sherwood Street,Detroit,2014-10-05,201052.0,,Michigan,"East 7 Mile Road and Sherwood Street Detroit, Michigan",42.433768,-83.0340459
2,2,1400 block of Gherald Street,Memphis,2014-10-04,201648.0,,Tennessee,"1400 block of Gherald Street Memphis, Tennessee",35.16983760000001,-89.9208242
4,0,1925 West Holt Avenue ,Pomona,2014-10-04,201502.0,,California,"1925 West Holt Avenue  Pomona, California",34.0617716,-117.7841086
7,1,29 Sandy Dam Lane,Walterboro,2014-09-29,198051.0,,South Carolina,"29 Sandy Dam Lane Walterboro, South Carolina",32.885248,-80.62036599999999
4,0,2300 block of West Fountain Way ,Fresno,2014-09-29,198527.0,,California,"2300 block of West Fountain Way  Fresno, California",36.7813624,-119.8381184
4,0,2800 block of Hope Street,Philadelphia,2014-09-28,197416.0,,Pennsylvania,"2800 block of Hope Street Philadelphia, Pennsylvania",39.9926538,-75.1312117
15,0,NW 7th Ave and NW 64th Street,Miami,2014-09-28,197384.0,,Florida,"NW 7th Ave and NW 64th Street Miami, Florida",25.8341404,-80.2085914
5,0,2000 block East John Avenue,Saint Louis,2014-09-27,197287.0,,Missouri,"2000 block East John Avenue Saint Louis, Missouri",38.6716819,-90.209797
4,1,600 block of Turner Road,Darlington County,2014-09-26,198064.0,,South Carolina,"600 block of Turner Road Darlington County, South Carolina",34.3649897,-80.0087746
4,0,440 First St,East Liverpool,2014-09-21,194945.0,,Ohio,"440 First St East Liverpool, Ohio",40.6308212,-80.55197520000002
2,2,8297 Curtis Rd,Batesville,2014-09-20,193960.0,,Mississippi,"8297 Curtis Rd Batesville, Mississippi",34.3399627,-90.0523771
4,0,32-14 106th St,Queens,2014-09-19,193570.0,,New York,"32-14 106th St Queens, New York",40.75929,-73.863359
0,8,NW 30th Street and NW 39th Terrace,Bell,2014-09-18,192851.0,,Florida,"NW 30th Street and NW 39th Terrace Bell, Florida",29.78171129999999,-82.8493452
5,0,Chef Menteur Highway and Dale Street,New Orleans,2014-09-15,191416.0,,Louisiana,"Chef Menteur Highway and Dale Street New Orleans, Louisiana",30.011209,-90.009757
1,3,229 Naval Air Station Drive,Flour Bluff,2014-09-14,190874.0,,Texas,"229 Naval Air Station Drive Flour Bluff, Texas",27.6771593,-97.27583810000002
6,0,225 E Fifth,Anchorage,2014-09-14,190599.0,,Alaska,"225 E Fifth Anchorage, Alaska",61.2177897,-149.8801505
7,1,14000 block of Patton,Detroit,2014-09-11,189562.0,,Michigan,"14000 block of Patton Detroit, Michigan",42.387662,-83.24284000000002
4,0,2015 Orange Blossom Trail,Orlando,2014-09-06,188332.0,,Florida,"2015 Orange Blossom Trail Orlando, Florida",28.5204997,-81.3965152
5,0,576 Poplar Street,Macon,2014-09-06,186488.0,,Georgia,"576 Poplar Street Macon, Georgia",32.8347541,-83.62997949999999
5,0,2400 block of Martin Luther King Boulevard,Flint,2014-09-04,185393.0,,Michigan,"2400 block of Martin Luther King Boulevard Flint, Michigan",43.03842420000001,-83.70411299999999
6,0,East 27th and Stanford ,Los Angeles,2014-09-03,185430.0,,California,"East 27th and Stanford  Los Angeles, California",34.0198906,-118.260077
5,0,25000 block of Fifth Street ,Highland,2014-09-02,184507.0,,California,"25000 block of Fifth Street  Highland, California",34.1086976,-117.2587614
3,2,3622 Medgar Evers Boulevard,Jackson,2014-09-02,185196.0,,Mississippi,"3622 Medgar Evers Boulevard Jackson, Mississippi",32.3405229,-90.2140529
5,0,200 block of South Q Street ,Livermore,2014-08-31,183432.0,,California,"200 block of South Q Street  Livermore, California",37.6783362,-121.777052
1,3,820 Peach St,Brooksville,2014-08-29,182974.0,,Florida,"820 Peach St Brooksville, Florida",28.5459012,-82.39088679999999
3,1,16600 block of Edmore,Detroit,2014-08-27,181947.0,,Michigan,"16600 block of Edmore Detroit, Michigan",42.4473187,-82.9484543
3,1,8300 block of South Halsted Street,Chicago,2014-08-24,180018.0,,Illinois,"8300 block of South Halsted Street Chicago, Illinois",41.7432106,-87.6443353
3,1,1013 Carrie Street,Augusta,2014-08-24,180580.0,,Georgia,"1013 Carrie Street Augusta, Georgia",33.46655459999999,-81.9742662
4,3,1400 block of Celis Street ,San Fernando,2014-08-24,180007.0,,California,"1400 block of Celis Street  San Fernando, California",34.2860189,-118.4461242
5,0,1400 block of Briarcrest Lane,Memphis,2014-08-20,178425.0,,Tennessee,"1400 block of Briarcrest Lane Memphis, Tennessee",35.1012087,-89.8557103
4,0,Main and Hyacinth streets,Saint Martinville,2014-08-18,178006.0,,Louisiana,"Main and Hyacinth streets Saint Martinville, Louisiana",30.1167776,-91.8302365
4,0,153-38 118th Ave,Queens,2014-08-17,175911.0,,New York,"153-38 118th Ave Queens, New York",40.6808923,-73.78848119999999
4,0,Edinboro Street,Boston,2014-08-17,175943.0,,Massachusetts,"Edinboro Street Boston, Massachusetts",42.3517686,-71.05969879999999
3,1,Purdue Street and Georgetown Avenue,East Palo Alto,2014-08-17,177770.0,,California,"Purdue Street and Georgetown Avenue East Palo Alto, California",37.4789729,-122.1377406
4,0,Owens Avenue and H Street,Las Vegas,2014-08-17,175839.0,,Nevada,"Owens Avenue and H Street Las Vegas, Nevada",36.1884083,-115.1518779
3,1,West 3rd Street and Monroe Avenue,Plainfield,2014-08-16,175779.0,,New Jersey,"West 3rd Street and Monroe Avenue Plainfield, New Jersey",40.6041741,-74.4381949
6,0,122 Pierpont Avenue,Salt Lake City,2014-08-16,175788.0,,Utah,"122 Pierpont Avenue Salt Lake City, Utah",40.7640947,-111.8949323
3,1,797 Pope Street,Memphis,2014-08-14,174560.0,,Tennessee,"797 Pope Street Memphis, Tennessee",35.154015,-89.956144
4,0,Treeland Drive,Clarksville,2014-08-13,174544.0,,Tennessee,"Treeland Drive Clarksville, Tennessee",36.589879,-87.309525
4,0,New Orleans and North Rocheblave streets,New Orleans,2014-08-13,175767.0,,Louisiana,"New Orleans and North Rocheblave streets New Orleans, Louisiana",29.9812248,-90.06607969999999
3,2,Brent Cir,Cartersville,2014-08-12,173628.0,,Georgia,"Brent Cir Cartersville, Georgia",34.1742803,-84.8867966
3,1,Oakmont Avenue,Buffalo,2014-08-12,173369.0,,New York,"Oakmont Avenue Buffalo, New York",42.9323808,-78.80785019999999
5,2,5400 block of Burgundy St,New Orleans,2014-08-10,172304.0,,Louisiana,"5400 block of Burgundy St New Orleans, Louisiana",29.959362,-90.01919699999999
6,0,50 block of N St SW,Washington,2014-08-10,172205.0,,District of Columbia,"50 block of N St SW Washington, District of Columbia",38.8744857,-77.0108573
6,0,2455 Idylwild Dr,Wrightsville,2014-08-10,172288.0,,Georgia,"2455 Idylwild Dr Wrightsville, Georgia",32.7091475,-82.72899629999999
7,0,16300 block of Heather Glen Road ,Moreno Valley,2014-08-10,172180.0,,California,"16300 block of Heather Glen Road  Moreno Valley, California",33.883616,-117.2217604
8,1,400 3rd Ave N,Minneapolis,2014-08-09,171802.0,,Minnesota,"400 3rd Ave N Minneapolis, Minnesota",44.9828835,-93.2751811
4,0,3000 block of N. 28th Street ,Milwaukee,2014-08-08,171778.0,,Wisconsin,"3000 block of N. 28th Street  Milwaukee, Wisconsin",43.0735079,-87.9483186
4,0,Second Street and Todd Place NE,Washington,2014-08-08,173786.0,,District of Columbia,"Second Street and Todd Place NE Washington, District of Columbia",38.9162892,-77.00351979999999
3,1,3426 Vassar NE,Albuquerque,2014-08-08,171823.0,,New Mexico,"3426 Vassar NE Albuquerque, New Mexico",35.1194254,-106.614901
1,3,1700 block of Quincy Street ,Bakersfield,2014-08-06,170704.0,,California,"1700 block of Quincy Street  Bakersfield, California",35.3816327,-118.9741484
5,0,1100 block of Joseph E. Boone Boulevard NW,Atlanta,2014-08-04,169326.0,,Georgia,"1100 block of Joseph E. Boone Boulevard NW Atlanta, Georgia",33.763481,-84.42353410000001
7,0,3403 FM 1960,Humble,2014-08-03,168551.0,,Texas,"3403 FM 1960 Humble, Texas",30.01948,-95.37580849999999
5,0,5200 block of Thekla ,Saint Louis,2014-08-03,168786.0,,Missouri,"5200 block of Thekla  Saint Louis, Missouri",38.6904392,-90.2433765
0,5,4400 block of Rixeyville Road,Culpeper,2014-08-03,168844.0,,Virginia,"4400 block of Rixeyville Road Culpeper, Virginia",38.6393852,-77.9331557
5,0,East 9th Street and Bridge Street,Columbia,2014-08-03,169024.0,,Tennessee,"East 9th Street and Bridge Street Columbia, Tennessee",35.61170200000001,-87.02980749999999
1,3,5125 Wynell Street,Dallas,2014-08-02,167872.0,,Texas,"5125 Wynell Street Dallas, Texas",32.6858171,-96.7824651
7,0,Acushnet Avenue,New Bedford,2014-08-02,168169.0,,Massachusetts,"Acushnet Avenue New Bedford, Massachusetts",41.6871658,-70.9262267
5,1,Penn Avenue and 29th Street,Pittsburgh,2014-08-02,168307.0,,Pennsylvania,"Penn Avenue and 29th Street Pittsburgh, Pennsylvania",40.4578461,-79.97419909999999
3,1,1500 block of South Etting Street,Philadelphia,2014-08-01,167649.0,,Pennsylvania,"1500 block of South Etting Street Philadelphia, Pennsylvania",39.93445759999999,-75.19013919999999
3,2,926 Bramblegate Rd,Hope Mills,2014-07-30,176329.0,,North Carolina,"926 Bramblegate Rd Hope Mills, North Carolina",34.9686727,-78.9216859
4,1,4900 block of North Front Street,Philadelphia,2014-07-28,165856.0,,Pennsylvania,"4900 block of North Front Street Philadelphia, Pennsylvania",40.0247444,-75.123901
5,0,2000 block of East John Avenue,Saint Louis,2014-07-27,165089.0,,Missouri,"2000 block of East John Avenue Saint Louis, Missouri",38.6716819,-90.209797
